Name,Email,Phone,WhatsApp Number,Status,Source,Budget Min,Budget Max,Preferred Location,Property Type,Bedroom,Tier,Notes
Lead User 728,lead728@example.com,9000000727,9000000727,qualified,google_ads,6700000,11400000,Mumbai,1 BHK,4,high,Auto-generated lead 728 interested in 1 BHK at Mumbai.
Lead User 729,lead729@example.com,9000000728,9000000728,lost,referral,6200000,7200000,Mumbai,3 BHK,5,medium,Auto-generated lead 729 interested in 3 BHK at Mumbai.
Lead User 730,lead730@example.com,9000000729,9000000729,contacted,google_ads,7800000,11500000,Mumbai,4 BHK,2,low,Auto-generated lead 730 interested in 4 BHK at Mumbai.
Lead User 731,lead731@example.com,9000000730,9000000730,lost,google_ads,4400000,7400000,Pune,Penthouse,1,high,Auto-generated lead 731 interested in Penthouse at Pune.
Lead User 732,lead732@example.com,9000000731,9000000731,lost,website,3000000,6500000,Delhi,2 BHK,5,medium,Auto-generated lead 732 interested in 2 BHK at Delhi.
Lead User 733,lead733@example.com,9000000732,9000000732,lost,google_ads,8000000,13000000,Mumbai,3 BHK,4,low,Auto-generated lead 733 interested in 3 BHK at Mumbai.
Lead User 734,lead734@example.com,9000000733,9000000733,contacted,website,3000000,7400000,Mumbai,Villa,2,high,Auto-generated lead 734 interested in Villa at Mumbai.
Lead User 735,lead735@example.com,9000000734,9000000734,qualified,google_ads,4700000,8600000,Mumbai,1 BHK,3,medium,Auto-generated lead 735 interested in 1 BHK at Mumbai.
Lead User 736,lead736@example.com,9000000735,9000000735,qualified,facebook,5800000,9000000,Hyderabad,1 BHK,4,medium,Auto-generated lead 736 interested in 1 BHK at Hyderabad.
Lead User 737,lead737@example.com,9000000736,9000000736,contacted,referral,4000000,6300000,Mumbai,2 BHK,1,high,Auto-generated lead 737 interested in 2 BHK at Mumbai.
Lead User 738,lead738@example.com,9000000737,9000000737,qualified,google_ads,8000000,13000000,Delhi,Villa,3,medium,Auto-generated lead 738 interested in Villa at Delhi.
Lead User 739,lead739@example.com,9000000738,9000000738,contacted,referral,7100000,10400000,Bangalore,Villa,3,high,Auto-generated lead 739 interested in Villa at Bangalore.
Lead User 740,lead740@example.com,9000000739,9000000739,qualified,facebook,8000000,9900000,Bangalore,Penthouse,3,low,Auto-generated lead 740 interested in Penthouse at Bangalore.
Lead User 741,lead741@example.com,9000000740,9000000740,lost,facebook,3700000,8600000,Delhi,Penthouse,4,low,Auto-generated lead 741 interested in Penthouse at Delhi.
Lead User 742,lead742@example.com,9000000741,9000000741,contacted,referral,7800000,12000000,Hyderabad,Penthouse,3,medium,Auto-generated lead 742 interested in Penthouse at Hyderabad.
Lead User 743,lead743@example.com,9000000742,9000000742,lost,website,6600000,9400000,Delhi,1 BHK,3,medium,Auto-generated lead 743 interested in 1 BHK at Delhi.
Lead User 744,lead744@example.com,9000000743,9000000743,lost,google_ads,7300000,8500000,Pune,4 BHK,2,low,Auto-generated lead 744 interested in 4 BHK at Pune.
Lead User 745,lead745@example.com,9000000744,9000000744,contacted,facebook,4500000,6500000,Mumbai,3 BHK,5,low,Auto-generated lead 745 interested in 3 BHK at Mumbai.
Lead User 746,lead746@example.com,9000000745,9000000745,new,referral,6100000,7900000,Hyderabad,Penthouse,5,high,Auto-generated lead 746 interested in Penthouse at Hyderabad.
Lead User 747,lead747@example.com,9000000746,9000000746,qualified,website,3900000,5400000,Bangalore,3 BHK,2,low,Auto-generated lead 747 interested in 3 BHK at Bangalore.
Lead User 748,lead748@example.com,9000000747,9000000747,lost,referral,4500000,8500000,Hyderabad,2 BHK,2,high,Auto-generated lead 748 interested in 2 BHK at Hyderabad.
Lead User 749,lead749@example.com,9000000748,9000000748,new,facebook,4900000,8100000,Bangalore,3 BHK,1,high,Auto-generated lead 749 interested in 3 BHK at Bangalore.
Lead User 750,lead750@example.com,9000000749,9000000749,contacted,website,7300000,11500000,Mumbai,3 BHK,4,high,Auto-generated lead 750 interested in 3 BHK at Mumbai.
Lead User 751,lead751@example.com,9000000750,9000000750,qualified,facebook,5600000,8500000,Bangalore,1 BHK,3,medium,Auto-generated lead 751 interested in 1 BHK at Bangalore.
Lead User 752,lead752@example.com,9000000751,9000000751,lost,google_ads,3100000,6500000,Pune,2 BHK,2,high,Auto-generated lead 752 interested in 2 BHK at Pune.
Lead User 753,lead753@example.com,9000000752,9000000752,qualified,facebook,6500000,8100000,Mumbai,3 BHK,2,low,Auto-generated lead 753 interested in 3 BHK at Mumbai.
Lead User 754,lead754@example.com,9000000753,9000000753,lost,referral,4600000,6400000,Mumbai,Penthouse,1,high,Auto-generated lead 754 interested in Penthouse at Mumbai.
Lead User 755,lead755@example.com,9000000754,9000000754,qualified,website,4800000,6100000,Delhi,4 BHK,2,medium,Auto-generated lead 755 interested in 4 BHK at Delhi.
Lead User 756,lead756@example.com,9000000755,9000000755,contacted,google_ads,7300000,9700000,Hyderabad,Penthouse,3,high,Auto-generated lead 756 interested in Penthouse at Hyderabad.
Lead User 757,lead757@example.com,9000000756,9000000756,new,facebook,5800000,9900000,Bangalore,4 BHK,1,high,Auto-generated lead 757 interested in 4 BHK at Bangalore.
Lead User 758,lead758@example.com,9000000757,9000000757,lost,website,6100000,9900000,Mumbai,2 BHK,3,low,Auto-generated lead 758 interested in 2 BHK at Mumbai.
Lead User 759,lead759@example.com,9000000758,9000000758,qualified,facebook,5500000,10100000,Pune,4 BHK,3,medium,Auto-generated lead 759 interested in 4 BHK at Pune.
Lead User 760,lead760@example.com,9000000759,9000000759,contacted,website,4900000,6900000,Mumbai,Penthouse,4,low,Auto-generated lead 760 interested in Penthouse at Mumbai.
Lead User 761,lead761@example.com,9000000760,9000000760,qualified,facebook,3300000,4500000,Delhi,2 BHK,2,medium,Auto-generated lead 761 interested in 2 BHK at Delhi.
Lead User 762,lead762@example.com,9000000761,9000000761,new,facebook,3700000,8500000,Hyderabad,2 BHK,1,low,Auto-generated lead 762 interested in 2 BHK at Hyderabad.
Lead User 763,lead763@example.com,9000000762,9000000762,contacted,website,7400000,10000000,Delhi,Penthouse,2,medium,Auto-generated lead 763 interested in Penthouse at Delhi.
Lead User 764,lead764@example.com,9000000763,9000000763,lost,referral,7900000,9600000,Hyderabad,1 BHK,4,medium,Auto-generated lead 764 interested in 1 BHK at Hyderabad.
Lead User 765,lead765@example.com,9000000764,9000000764,new,google_ads,6100000,10600000,Mumbai,Villa,4,medium,Auto-generated lead 765 interested in Villa at Mumbai.
Lead User 766,lead766@example.com,9000000765,9000000765,new,facebook,3700000,7600000,Bangalore,2 BHK,2,high,Auto-generated lead 766 interested in 2 BHK at Bangalore.
Lead User 767,lead767@example.com,9000000766,9000000766,lost,google_ads,3600000,4900000,Pune,Villa,2,medium,Auto-generated lead 767 interested in Villa at Pune.
Lead User 768,lead768@example.com,9000000767,9000000767,contacted,facebook,7200000,10900000,Pune,4 BHK,4,low,Auto-generated lead 768 interested in 4 BHK at Pune.
Lead User 769,lead769@example.com,9000000768,9000000768,new,referral,4000000,7500000,Delhi,1 BHK,1,low,Auto-generated lead 769 interested in 1 BHK at Delhi.
Lead User 770,lead770@example.com,9000000769,9000000769,lost,facebook,5300000,7700000,Hyderabad,4 BHK,2,medium,Auto-generated lead 770 interested in 4 BHK at Hyderabad.
Lead User 771,lead771@example.com,9000000770,9000000770,new,website,4500000,7900000,Bangalore,2 BHK,4,high,Auto-generated lead 771 interested in 2 BHK at Bangalore.
Lead User 772,lead772@example.com,9000000771,9000000771,qualified,referral,3700000,7800000,Bangalore,4 BHK,1,high,Auto-generated lead 772 interested in 4 BHK at Bangalore.
Lead User 773,lead773@example.com,9000000772,9000000772,contacted,referral,7600000,9300000,Mumbai,3 BHK,5,high,Auto-generated lead 773 interested in 3 BHK at Mumbai.
Lead User 774,lead774@example.com,9000000773,9000000773,new,google_ads,3600000,7900000,Bangalore,2 BHK,4,medium,Auto-generated lead 774 interested in 2 BHK at Bangalore.
Lead User 775,lead775@example.com,9000000774,9000000774,qualified,facebook,8000000,10100000,Mumbai,Penthouse,3,medium,Auto-generated lead 775 interested in Penthouse at Mumbai.
Lead User 776,lead776@example.com,9000000775,9000000775,lost,referral,5200000,7700000,Bangalore,Villa,5,medium,Auto-generated lead 776 interested in Villa at Bangalore.
Lead User 777,lead777@example.com,9000000776,9000000776,lost,google_ads,3600000,7200000,Pune,2 BHK,5,low,Auto-generated lead 777 interested in 2 BHK at Pune.
Lead User 778,lead778@example.com,9000000777,9000000777,qualified,referral,4600000,7100000,Bangalore,Penthouse,3,low,Auto-generated lead 778 interested in Penthouse at Bangalore.
Lead User 779,lead779@example.com,9000000778,9000000778,lost,facebook,7500000,9200000,Delhi,Penthouse,4,medium,Auto-generated lead 779 interested in Penthouse at Delhi.
Lead User 780,lead780@example.com,9000000779,9000000779,lost,referral,7900000,12700000,Bangalore,Penthouse,3,high,Auto-generated lead 780 interested in Penthouse at Bangalore.
Lead User 781,lead781@example.com,9000000780,9000000780,new,facebook,7500000,9700000,Delhi,Penthouse,3,medium,Auto-generated lead 781 interested in Penthouse at Delhi.
Lead User 782,lead782@example.com,9000000781,9000000781,new,facebook,7800000,11500000,Hyderabad,3 BHK,2,medium,Auto-generated lead 782 interested in 3 BHK at Hyderabad.
Lead User 783,lead783@example.com,9000000782,9000000782,qualified,referral,7900000,10000000,Hyderabad,4 BHK,5,low,Auto-generated lead 783 interested in 4 BHK at Hyderabad.
Lead User 784,lead784@example.com,9000000783,9000000783,contacted,facebook,7300000,9500000,Bangalore,Villa,3,medium,Auto-generated lead 784 interested in Villa at Bangalore.
Lead User 785,lead785@example.com,9000000784,9000000784,contacted,google_ads,4800000,7600000,Bangalore,4 BHK,5,low,Auto-generated lead 785 interested in 4 BHK at Bangalore.
Lead User 786,lead786@example.com,9000000785,9000000785,qualified,facebook,6800000,8600000,Mumbai,1 BHK,5,low,Auto-generated lead 786 interested in 1 BHK at Mumbai.
Lead User 787,lead787@example.com,9000000786,9000000786,lost,facebook,7300000,12100000,Bangalore,2 BHK,3,high,Auto-generated lead 787 interested in 2 BHK at Bangalore.
Lead User 788,lead788@example.com,9000000787,9000000787,lost,facebook,4200000,8100000,Mumbai,1 BHK,3,high,Auto-generated lead 788 interested in 1 BHK at Mumbai.
Lead User 789,lead789@example.com,9000000788,9000000788,lost,website,4000000,6800000,Mumbai,2 BHK,2,medium,Auto-generated lead 789 interested in 2 BHK at Mumbai.
Lead User 790,lead790@example.com,9000000789,9000000789,new,website,6700000,9600000,Bangalore,3 BHK,3,high,Auto-generated lead 790 interested in 3 BHK at Bangalore.
Lead User 791,lead791@example.com,9000000790,9000000790,new,website,7600000,9800000,Bangalore,3 BHK,1,high,Auto-generated lead 791 interested in 3 BHK at Bangalore.
Lead User 792,lead792@example.com,9000000791,9000000791,contacted,facebook,7600000,9700000,Pune,Villa,1,high,Auto-generated lead 792 interested in Villa at Pune.
Lead User 793,lead793@example.com,9000000792,9000000792,lost,facebook,6700000,11500000,Pune,2 BHK,3,high,Auto-generated lead 793 interested in 2 BHK at Pune.
Lead User 794,lead794@example.com,9000000793,9000000793,qualified,website,7300000,10200000,Mumbai,1 BHK,4,high,Auto-generated lead 794 interested in 1 BHK at Mumbai.
Lead User 795,lead795@example.com,9000000794,9000000794,contacted,google_ads,6500000,8900000,Bangalore,4 BHK,4,low,Auto-generated lead 795 interested in 4 BHK at Bangalore.
Lead User 796,lead796@example.com,9000000795,9000000795,lost,website,6800000,8800000,Delhi,2 BHK,2,low,Auto-generated lead 796 interested in 2 BHK at Delhi.
Lead User 797,lead797@example.com,9000000796,9000000796,qualified,facebook,5900000,10200000,Delhi,Penthouse,2,medium,Auto-generated lead 797 interested in Penthouse at Delhi.
Lead User 798,lead798@example.com,9000000797,9000000797,lost,google_ads,7000000,8100000,Bangalore,Penthouse,3,medium,Auto-generated lead 798 interested in Penthouse at Bangalore.
Lead User 799,lead799@example.com,9000000798,9000000798,new,website,7300000,9200000,Hyderabad,1 BHK,3,high,Auto-generated lead 799 interested in 1 BHK at Hyderabad.
Lead User 800,lead800@example.com,9000000799,9000000799,new,referral,3100000,6900000,Mumbai,Penthouse,5,medium,Auto-generated lead 800 interested in Penthouse at Mumbai.
Lead User 801,lead801@example.com,9000000800,9000000800,qualified,google_ads,3600000,5300000,Mumbai,1 BHK,2,high,Auto-generated lead 801 interested in 1 BHK at Mumbai.
Lead User 802,lead802@example.com,9000000801,9000000801,new,website,3600000,8000000,Pune,3 BHK,2,low,Auto-generated lead 802 interested in 3 BHK at Pune.
Lead User 803,lead803@example.com,9000000802,9000000802,qualified,website,3500000,8500000,Pune,4 BHK,2,low,Auto-generated lead 803 interested in 4 BHK at Pune.
Lead User 804,lead804@example.com,9000000803,9000000803,qualified,google_ads,7900000,11500000,Delhi,4 BHK,3,medium,Auto-generated lead 804 interested in 4 BHK at Delhi.
Lead User 805,lead805@example.com,9000000804,9000000804,lost,facebook,6600000,7900000,Mumbai,Penthouse,4,high,Auto-generated lead 805 interested in Penthouse at Mumbai.
Lead User 806,lead806@example.com,9000000805,9000000805,qualified,referral,3700000,6800000,Bangalore,3 BHK,2,low,Auto-generated lead 806 interested in 3 BHK at Bangalore.
Lead User 807,lead807@example.com,9000000806,9000000806,contacted,website,6400000,10900000,Bangalore,Penthouse,2,medium,Auto-generated lead 807 interested in Penthouse at Bangalore.
Lead User 808,lead808@example.com,9000000807,9000000807,contacted,google_ads,7000000,10400000,Hyderabad,2 BHK,2,low,Auto-generated lead 808 interested in 2 BHK at Hyderabad.
Lead User 809,lead809@example.com,9000000808,9000000808,new,website,4300000,6100000,Hyderabad,Villa,3,high,Auto-generated lead 809 interested in Villa at Hyderabad.
Lead User 810,lead810@example.com,9000000809,9000000809,new,facebook,7900000,12500000,Pune,4 BHK,5,low,Auto-generated lead 810 interested in 4 BHK at Pune.
Lead User 811,lead811@example.com,9000000810,9000000810,contacted,website,7200000,10100000,Mumbai,1 BHK,3,medium,Auto-generated lead 811 interested in 1 BHK at Mumbai.
Lead User 812,lead812@example.com,9000000811,9000000811,contacted,google_ads,3200000,8000000,Pune,4 BHK,4,high,Auto-generated lead 812 interested in 4 BHK at Pune.
Lead User 813,lead813@example.com,9000000812,9000000812,qualified,website,6100000,9700000,Bangalore,4 BHK,1,high,Auto-generated lead 813 interested in 4 BHK at Bangalore.
Lead User 814,lead814@example.com,9000000813,9000000813,new,website,6700000,11100000,Delhi,1 BHK,3,low,Auto-generated lead 814 interested in 1 BHK at Delhi.
Lead User 815,lead815@example.com,9000000814,9000000814,qualified,google_ads,3200000,5500000,Pune,3 BHK,2,high,Auto-generated lead 815 interested in 3 BHK at Pune.
Lead User 816,lead816@example.com,9000000815,9000000815,qualified,google_ads,6500000,10300000,Delhi,Penthouse,5,high,Auto-generated lead 816 interested in Penthouse at Delhi.
Lead User 817,lead817@example.com,9000000816,9000000816,new,google_ads,3400000,8000000,Delhi,2 BHK,3,low,Auto-generated lead 817 interested in 2 BHK at Delhi.
Lead User 818,lead818@example.com,9000000817,9000000817,lost,website,6800000,8700000,Delhi,2 BHK,2,low,Auto-generated lead 818 interested in 2 BHK at Delhi.
Lead User 819,lead819@example.com,9000000818,9000000818,qualified,website,5500000,8800000,Pune,3 BHK,3,low,Auto-generated lead 819 interested in 3 BHK at Pune.
Lead User 820,lead820@example.com,9000000819,9000000819,lost,referral,3100000,6400000,Delhi,1 BHK,3,high,Auto-generated lead 820 interested in 1 BHK at Delhi.
Lead User 821,lead821@example.com,9000000820,9000000820,new,referral,4200000,8700000,Mumbai,1 BHK,5,medium,Auto-generated lead 821 interested in 1 BHK at Mumbai.
Lead User 822,lead822@example.com,9000000821,9000000821,new,google_ads,4100000,7800000,Pune,3 BHK,3,low,Auto-generated lead 822 interested in 3 BHK at Pune.
Lead User 823,lead823@example.com,9000000822,9000000822,qualified,referral,6300000,9300000,Hyderabad,4 BHK,2,low,Auto-generated lead 823 interested in 4 BHK at Hyderabad.
Lead User 824,lead824@example.com,9000000823,9000000823,contacted,facebook,4900000,8700000,Mumbai,4 BHK,5,low,Auto-generated lead 824 interested in 4 BHK at Mumbai.
Lead User 825,lead825@example.com,9000000824,9000000824,lost,facebook,3500000,6300000,Hyderabad,1 BHK,5,medium,Auto-generated lead 825 interested in 1 BHK at Hyderabad.
Lead User 826,lead826@example.com,9000000825,9000000825,contacted,facebook,3300000,4600000,Bangalore,2 BHK,2,high,Auto-generated lead 826 interested in 2 BHK at Bangalore.
Lead User 827,lead827@example.com,9000000826,9000000826,contacted,facebook,3200000,7600000,Mumbai,Villa,2,high,Auto-generated lead 827 interested in Villa at Mumbai.
Lead User 828,lead828@example.com,9000000827,9000000827,contacted,referral,5500000,8300000,Hyderabad,2 BHK,1,low,Auto-generated lead 828 interested in 2 BHK at Hyderabad.
Lead User 829,lead829@example.com,9000000828,9000000828,lost,google_ads,6500000,10600000,Hyderabad,3 BHK,2,medium,Auto-generated lead 829 interested in 3 BHK at Hyderabad.
